iter	MultiClass
382	0.9013134476
383	0.9007077074
384	0.9000889073
385	0.8995625821
386	0.8991429006
387	0.8986531651
388	0.8981131914
389	0.8977427839
390	0.8972255757
391	0.8967474418
392	0.8962849543
393	0.8955762268
394	0.8951357498
395	0.8946806631
396	0.8943090267
397	0.8938913968
398	0.893536369
399	0.8928951037
400	0.8924930914
401	0.8921749059
402	0.8917778406
403	0.8911663455
404	0.8908782535
405	0.8903891257
406	0.8897075651
407	0.8892514909
408	0.888662591
409	0.8881442062
410	0.8876036216
411	0.8868964006
412	0.8864267689
413	0.8860839038
414	0.8854568617
415	0.8847950583
416	0.8844945442
417	0.8841909247
418	0.8838197669
419	0.8834179829
420	0.88283547
421	0.8823543668
422	0.8818753593
423	0.8814049014
424	0.8806945166
425	0.8803845122
426	0.8797513066
427	0.878996863
428	0.8785968255
429	0.8781962862
430	0.8777601046
431	0.8769106972
432	0.8765301414
433	0.8760358975
434	0.8755285638
435	0.8747860719
436	0.8740321772
437	0.8736939266
438	0.873274064
439	0.8728714642
440	0.8724443931
441	0.8719440172
442	0.871471013
443	0.8709499962
444	0.8704841067
445	0.8697038777
446	0.8691346649
447	0.8685564058
448	0.8679898431
449	0.8676881989
450	0.8671362294
451	0.8667729827
452	0.8662450453
453	0.8660477928
454	0.8657184271
455	0.8653342529
456	0.8644840198
457	0.8638328214
458	0.8631457547
459	0.8626166484
460	0.8621378498
461	0.8615763287
462	0.8610551063
463	0.8604737039
464	0.8601948546
465	0.8598483104
466	0.8594413979
467	0.8587288652
468	0.8580983649
469	0.8575986735
470	0.8568177881
471	0.8565691756
472	0.856088163
473	0.8557364149
474	0.8554381523
475	0.8547872325
476	0.8543989658
477	0.8539569201
478	0.8535512905
479	0.8528748188
480	0.8520858459
481	0.8518217838
482	0.851438757
483	0.8508546952
484	0.8503930456
485	0.8496725936
486	0.849333173
487	0.848802804
488	0.8483500116
489	0.847831674
490	0.8471251409
491	0.8466124013
492	0.8460729769
493	0.8455195988
494	0.8449888055
495	0.8445969991
496	0.8440842441
497	0.8436855472
498	0.843231425
499	0.8428009104
500	0.8424996413
501	0.8417341836
502	0.8411570516
503	0.840537995
504	0.8400023551
505	0.8397124984
506	0.839252934
507	0.8385591493
508	0.838219569
509	0.8377081757
510	0.8372596351
511	0.836860238
512	0.8364355311
513	0.8361739164
514	0.8355296087
515	0.8351248362
516	0.8346098417
517	0.8338933874
518	0.833427822
519	0.833165134
520	0.8326871583
521	0.8322658575
522	0.831715633
523	0.8312317459
524	0.8304133582
525	0.8298875625
526	0.8291818876
527	0.8288350768
528	0.8282618809
529	0.8278909331
530	0.8275448805
531	0.8270576986
532	0.826572914
533	0.8261386815
534	0.8256790174
535	0.8252281013
536	0.8248160454
537	0.82395154
538	0.8237042939
539	0.8232637998
540	0.8230139911
541	0.8222567008
542	0.8217945356
543	0.8212606241
544	0.820780301
545	0.8203752906
546	0.8199119033
547	0.8193746354
548	0.8187400346
549	0.8184073548
550	0.817914565
551	0.8175030981
552	0.8169361911
553	0.8165272139
554	0.8161142522
555	0.815490189
556	0.8150671826
557	0.8148031289
558	0.8143679933
559	0.8140712915
560	0.8137913594
561	0.8133384484
562	0.8127061759
563	0.8121336294
564	0.8118083028
565	0.8111987734
566	0.8105576647
567	0.8099373074
568	0.8093083305
569	0.8089735408
570	0.8085906552
571	0.8080640367
572	0.807783686
573	0.807293398
574	0.8069257063
575	0.806386345
576	0.8058279529
577	0.8052548215
578	0.8049194629
579	0.80444022
580	0.8041837405
581	0.8036644806
582	0.8032798375
583	0.8029245511
584	0.8021520322
585	0.8017726195
586	0.8010799974
587	0.8004113361
588	0.7999249797
589	0.7995516141
590	0.7989391586
591	0.7982977314
592	0.7979805263
593	0.7976273696
594	0.7971826663
595	0.7968196386
596	0.7963183348
597	0.7957039568
598	0.7953192056
599	0.7951121008
600	0.7945132916
601	0.7942622679
602	0.7939176731
603	0.7935903492
604	0.7930291714
605	0.7926981549
606	0.7921617237
607	0.791733236
608	0.7911373053
609	0.7909109165
610	0.7904700453
611	0.7899754224
612	0.789620907
613	0.7892986758
614	0.788909556
615	0.7882515159
616	0.7879180068
617	0.7872056197
618	0.7867090032
619	0.7863673245
620	0.7857255764
621	0.7852848956
622	0.7849812981
623	0.784375138
624	0.784084832
625	0.7835789369
626	0.7829740068
627	0.7822181291
628	0.7819089576
629	0.781359356
630	0.7805823689
631	0.7799906796
632	0.7796230229
633	0.7792332451
634	0.778923674
635	0.7783448985
636	0.7778802569
637	0.7774477848
638	0.7767769666
639	0.7762661236
640	0.7759714956
641	0.7754706824
642	0.7751602432
643	0.7746415687
644	0.7740059896
645	0.7735795496
646	0.7729521138
647	0.7723827745
648	0.7718802974
649	0.7715035156
650	0.7710857986
651	0.7705927101
652	0.770033787
653	0.7694973198
654	0.7691867973
655	0.7688869816
656	0.7686255311
657	0.7683209848
658	0.7677456385
659	0.767264235
660	0.766696642
661	0.7661885804
662	0.7656213123
663	0.7652227895
664	0.7645743973
665	0.7643489008
666	0.7638759237
667	0.7632411589
668	0.762868044
669	0.7622620745
670	0.7619417469
671	0.7617332853
672	0.7612550308
673	0.7610285591
674	0.7607013278
675	0.7600493635
676	0.7593227378
677	0.7589577321
678	0.758438718
679	0.7579408957
680	0.7575949686
681	0.7570902574
682	0.7567563909
683	0.7565373693
684	0.7560360825
685	0.7555184692
686	0.7550461805
687	0.7545898669
688	0.7538520448
689	0.7532207334
690	0.7529280818
691	0.7525400332
692	0.7521576225
693	0.7515265907
694	0.7512245755
695	0.7507818768
696	0.7501723081
697	0.7498357377
698	0.7494464936
699	0.7489654988
700	0.7483682097
701	0.7479743433
702	0.7473485093
703	0.7468508073
704	0.7464963177
705	0.7461172758
706	0.7456831486
707	0.7452921265
708	0.7449170384
709	0.7441835169
710	0.7437251229
711	0.7435367209
712	0.7430312976
713	0.7424870256
714	0.7420362965
715	0.7417576281
716	0.7415083749
717	0.7412487142
718	0.7405325294
719	0.7400231217
720	0.7397083533
721	0.739296433
722	0.7389524158
723	0.7385272586
724	0.7380106238
725	0.7374380937
726	0.737147072
727	0.7369377975
728	0.7364556723
729	0.7360155478
730	0.7354841123
731	0.7349259895
732	0.7345598832
733	0.734266219
734	0.7337662691
735	0.7333662425
736	0.7330218453
737	0.7324019979
738	0.7319620633
739	0.7316161079
740	0.7313700186
741	0.731070108
742	0.7306928511
743	0.7303869876
744	0.7300656244
745	0.7297218316
746	0.7294320973
747	0.7289536056
748	0.7284513487
749	0.7279127957
750	0.7275893723
751	0.7272824374
752	0.7268307348
753	0.7265970947
754	0.7262929586
755	0.7259002429
756	0.7251603385
757	0.7248448306
758	0.7245147982
759	0.7238517815
760	0.723471545
761	0.7229274698
762	0.722644314
763	0.7221986475
764	0.7218712784
765	0.7215176656
766	0.7211409059
767	0.7207087943
768	0.7203246718
769	0.7200754711
770	0.7198377657
771	0.7195158562
772	0.7192233995
773	0.7189216368
774	0.7184901149
775	0.7180797662
776	0.7177683078
777	0.7174127027
778	0.717214974
779	0.7167979713
780	0.7164501926
781	0.7161607827
782	0.7159640612
783	0.7154948801
784	0.7150884496
785	0.7149756349
786	0.7147378509
787	0.7144192379
788	0.7142158595
789	0.7137345733
790	0.7131377968
791	0.7128399665
792	0.7126224077
793	0.712290875
794	0.7116535389
795	0.711211307
796	0.7109691687
797	0.7102501744
798	0.7099347148
799	0.7096647193
800	0.7092277357
801	0.7089492939
802	0.7086148482
803	0.7083445832
804	0.7079582475
805	0.7076195684
806	0.7072310282
807	0.7066540956
808	0.7064336399
809	0.7060392621
810	0.7055570192
811	0.7050309229
812	0.7048272389
813	0.7040831761
814	0.7035170944
815	0.703220254
816	0.7029973817
817	0.7025611575
818	0.7021764033
819	0.701859451
820	0.7015738643
821	0.7011868979
822	0.700855273
823	0.7003459345
824	0.7000462342
825	0.6996428679
826	0.6991673827
827	0.6986549737
828	0.6983568606
829	0.6979502592
830	0.6975490854
831	0.697029821
832	0.696469794
833	0.6959359714
834	0.6954653235
835	0.6950287657
836	0.6945663822
837	0.6942995416
838	0.6938352819
839	0.6932942599
840	0.6926406892
841	0.6923661013
842	0.6918002368
843	0.6913735086
844	0.6909773678
845	0.6906635765
846	0.6900062321
847	0.689655865
848	0.6892369128
849	0.6888617262
850	0.6884860347
851	0.6878239285
852	0.6872284809
853	0.6867172017
854	0.6864892241
855	0.6860464759
856	0.6858015285
857	0.6853743709
858	0.6848434106
859	0.6843559631
860	0.6836965727
861	0.6834236763
862	0.6829395489
863	0.6826017609
864	0.6820588051
865	0.6817310595
866	0.6812649118
867	0.6808975078
868	0.6806068156
869	0.6803910501
870	0.6802322126
871	0.6796739352
872	0.6793731929
873	0.6789667155
874	0.6786101078
875	0.6780975878
876	0.6776993035
877	0.6771360168
878	0.6768643078
879	0.6764465265
880	0.6761231305
881	0.6756926486
882	0.6755065448
883	0.675066143
884	0.6746625607
885	0.6742938669
886	0.6738240914
887	0.6735309849
888	0.6731290192
889	0.672629787
890	0.6722680619
891	0.6719022711
892	0.6716164617
893	0.6713415337
894	0.6707527977
895	0.6703344557
896	0.6700767171
897	0.6697970425
898	0.6694181809
899	0.6689830843
900	0.6687090268
901	0.668015154
902	0.6676250336
903	0.6671150358
904	0.6668458856
905	0.6667109035
906	0.6663779957
907	0.6660026659
908	0.6656779412
909	0.6653013531
910	0.6650474605
911	0.6645097647
912	0.6641585104
913	0.664012875
914	0.6636866286
915	0.6633890519
916	0.6629726403
917	0.6625580579
918	0.6621812889
919	0.6616985203
920	0.6613406382
921	0.6608778557
922	0.6605694646
923	0.6602293697
924	0.6598713221
925	0.6595101749
926	0.6592757585
927	0.6590514281
928	0.6587230577
929	0.6581924295
930	0.6577789803
931	0.6575247757
932	0.6570646729
933	0.6566960369
934	0.6561787397
935	0.6558941419
936	0.655551025
937	0.6551994556
938	0.654872013
939	0.6544530792
940	0.6539186302
941	0.6535250491
942	0.6531205318
943	0.6527293946
944	0.6523068597
945	0.6520740466
946	0.6517296602
947	0.6514616553
948	0.6510776492
949	0.6507145067
950	0.6503639851
951	0.6500495236
952	0.6496935794
953	0.6494441495
954	0.6490551003
955	0.6487040323
956	0.6483301384
957	0.648008468
958	0.6475636007
959	0.6470811084
960	0.6466841466
961	0.6464638296
962	0.6461724554
963	0.6457426314
964	0.6454343594
965	0.6450423581
966	0.6446803363
967	0.6442877906
968	0.6439048013
969	0.6434604862
970	0.6432174256
971	0.6429743218
972	0.6425765326
973	0.6422974191
974	0.6418948551
975	0.6414898116
976	0.6410838669
977	0.6406551338
978	0.6400703946
979	0.6398213448
980	0.6395839214
981	0.6392396518
982	0.6388805387
983	0.638487319
984	0.6380192914
985	0.637667909
986	0.6374943442
987	0.6373427458
988	0.6367389408
989	0.6362744785
990	0.6358090983
991	0.6355464485
992	0.6351965777
993	0.6348635131
994	0.63449014
995	0.6342062231
996	0.6337970818
997	0.6334168852
998	0.63300732
999	0.6325889947
